0,ProblemDescription,ProblemCategory,ProblemKeyword,Solution,SolutionDoc,AdditionalInfo,Code,L2D_SIM,CreateDate,UpdateDate
SC 법인 차량에 에어컨이 안나옵니다.,오전 반차 쓴 후 서비스 시작 등 이유로 인해 서비스 일정에 지각이 잡힌 경우,모바일서비스(SRS),모바일서비스(SRS),※인사관리팀에 문의,cesco8_16.pdf,,cesco8,0.6134491222988762,2024-08-29,2024-08-29
SC 법인 차량에 에어컨이 안나옵니다.,"철거된 장비가 SR 상에 남아있어 ""서비스 확인이 되지 않은 장비가 존재합니다. 장비 태깅 또는 태깅불가 사유 입력 후 사진을 등록해주세요."" 오류 메시지를 띄우며 태깅 진행을 요청할 경우.",모바일서비스(SRS),모바일서비스(SRS),※서비스운영팀에 문의,cesco8_22.pdf,,cesco8,0.6274696907763285,2024-08-29,2024-08-29
SC 법인 차량에 에어컨이 안나옵니다.,SRS 고객제공문서 사후미팅 선택이 불가한 경우.,모바일서비스(SRS),모바일서비스(SRS),※서비스운영팀에 문의,cesco8_13.pdf,,cesco8,0.6281576499234477,2024-08-29,2024-08-29
SC 법인 차량에 에어컨이 안나옵니다.,듀얼 모니터 사용시 모니터 한쪽이 보이지 않습니다.,PC관리,디바이스,여러 디스플레이 탭에 1 OR 2에만 표시로 되어 있어서 확인이 안됨.1.설정 → 시스템2.디스플레이 → 여러 디스플레이 → 디스플레이 확장으로 변경,cesco5_17.pdf,,cesco5,0.6282392246143501,2024-08-29,2024-08-29
SC 법인 차량에 에어컨이 안나옵니다.,핸드폰(휴대폰) 카메라로 찍은 사진 전송시 PC에서 열람이 안되는 경우 발생.,PC관리,디바이스,heic오류로 파일을 표시하려면 HEVC 비디오 확장명이 필요합니다.1.핸드폰 설정 화면 열기1)핸드폰 설정 실행 > 검색 > '카메라' 검색 > 카메라 앱 정보2.카메라 실행 > 톱니바퀴(설정 아이콘)3.고효율 사진 비활성화※비활성화 후 촬영한 사진부터 HEIC가 해제됩니다.,cesco5_7.pdf,,cesco5,0.6290067272599783,2024-08-29,2024-08-29
차세대시스템 내 DB 구조가 궁금합니다.,본사의 무선 네트워크 연결 방법,네트워크 및 인터넷,네트워크,"1.작업표시줄 → 네트워크 아이콘 클릭 → 네트워크 및 인터넷 설정2.2. Wi-Fi → 알려진 네트워크 관리 → 새 네트워크 추가(새 네트워크 추가가 안되는 경우, 알려진 네트워크 관리 목록에서 CESCO_User 삭제 후 추가) (새 네트워크 정보) 네트워크 이름: CESCO_User(대소문자 구별), 보안종류: WPA2-개인 AES, 보안 키: cesco15881119, V(체크) 자동으로 연결, V(체크) 이 네트워크에서 브로드캐스팅하지 않는 경우에도 연결3.CESCO_User 연결",cesco7_1.pdf,,cesco7,0.61952082275236,2024-08-29,2024-08-29
차세대시스템 내 DB 구조가 궁금합니다.,세스넷 여러 메뉴 접속 시 부서 선택 및 사원 선택란 등 조회값들이 막혀있는 경우,세스넷,세스넷 (메인프레임),※그룹웨어 > 결재 > 전산 > 전산업무요청서(기안) 결재문서 기안하기,cesco10_40.pdf,,cesco10,0.6220765884537958,2024-08-29,2024-08-29
차세대시스템 내 DB 구조가 궁금합니다.,비용품의 승인 화면에서 품의서 조회 시 조회에러 발생 - 조회중문제가 발생하였습니다.,세스넷,회계전표관리,"※비용품의서 정상적으로 기안된지 확인, 항목에 보이지 않으면 재상신",cesco10_4.pdf,,cesco10,0.6233737769580544,2024-08-29,2024-08-29
차세대시스템 내 DB 구조가 궁금합니다.,"그룹웨어 접속 시 ""내부정보유출방지 시스템 설치안내(DLP)"" 페이지로 연결되는 경우",그룹웨어,그룹웨어,"※다음 매뉴얼을 순차적으로 진행합니다. (3번까지 진행 후, 동일한 경우 4번 진행)1.DLP 설치 되어있는지 확인2.설치 안되어있는 경우 → http://cesnet.cesco.biz/ 이동 → 설치파일 다운로드3.DLP 로그인 확인 (트레이 아이콘 확인)4.DLP 아이콘 우클릭 → 정책가져오기5.자산값 패치 파일 (클릭) 다운로드 → 실행 → 1분 후 PC 재부팅6.그룹웨어 접속하여 확인",cesco6_10.pdf,,cesco6,0.627839101186995,2024-08-29,2024-08-29
차세대시스템 내 DB 구조가 궁금합니다.,그룹웨어 결재 문서 공람하는 방법,그룹웨어,결재 문서,1.그룹웨어 → 결재2.기안한 문서 또는 결재한 문서 중 공람 원하는 문서 선택3.추가기능에 공람 선택4.공람 대상 선택 후 확인,cesco6_17.pdf,,cesco6,0.6280752817091424,2024-08-29,2024-08-29
DATA를 DB에 올리는 방법이 궁금합니다.,IDISK 드라이브 용량 증설 방법,인터넷디스크(IDISK),인터넷디스크,1.IDISK 전용탐색기 → 우측 상단 돋보기 모양 → 삭제한 파일만 보기2.폴더 이동 → 삭제된 파일 마우스 우클릭 → 삭제파일 정리3.IDISK 권한 요청 매뉴얼 참고하여 기안,cesco12_0.pdf,"IDISK 용량 정리 후에도 부족한 경우 결재 올려 증설 요청기안시 요청할 드라이브명과 필요한 용량 기재PC 교체, 포맷으로 인한 IDISK 용량 증설의 경우, 백업사이트(PCNAS) 사용총무실 이태완 사원에게 PCNAS 계정 요청",cesco12,0.6134057131288839,2024-08-29,2024-08-29
